date,pH_Song_SG,pH_vao_nha_may,pH_dau_be_tron,pH_dau_be_lang,pH_sau_be_lang,pH_dau_be_chua_moi,pH_dau_be_chua_cu,pH_ra_nha_may,Clo_vao_nha_may,Clo_dau_be_tron,Clo_dau_be_chua_moi,Clo_dau_be_chua_cu,Clo_ra_nha_may,Doduc_vao_nha_may,Doduc_sau_lang,Doduc_sau_loc,Doduc_dau_be_chua_moi,Doduc_dau_be_chua_cu,Doduc_ra_nha_may,Mn_vao_nha_may,Mn_sau_lang,Mn_sau_loc,Mn_ra_nha_may,Fe_vao_nha_may,Fe_ra_nha_may,Mau_vao_nha_may_BK,Mau_vao_nha_may_thuc,Mau_ra_nha_may,Man_ra_nha_may,SS_vao_nha_may,SS_sau_lang,SS_ra_nha_may,Dodan_vao_nha_may,Dodan_ra_nha_may,DO_vao_nha_may,DO_ra_nha_may,NH3_song_sai_gon,NH3_vao_nha_may,NH3_sau_loc,NH3_ra_nha_may,F_dau_be_chua_moi,F_ra_nha_may,Thetich_Jartest_PAC,Nongdo_Jartest_PAC,Man_song_saigon,q_pH,q_DO,q_NH3,q_Doduc,q_TSS,q_Fe,q_Mn,OT
2022-03-26,6.812809021605386,7.166666666666668,6.7541666666666655,6.637499999999997,6.5958333333333306,6.612499999999998,8.308333333333332,7.618333333333333,0.03,1.7333333333333334,0.6375000000000001,0.4124999999999999,1.0416666666666663,36.208333333333336,3.5708333333333333,0.2425,0.2095833333333333,0.3799999999999999,0.2925,104.83333333333331,28.83333333333333,14.666666666666666,8.5,0.9,0.02,215.25,6.5,0.0,23.0,27.75,3.0,0.0,134.0,128.0,3.0,7.1,0.5763402795212136,0.1833333333333333,0.0,0.0,0.4816666666666666,0.4916666666666666,24.0,28.896,33.2996813416481,100.0,40,80,40,70,60,40,61.42857142857143
2022-03-27,6.839762582381567,7.170833333333335,6.750000000000001,6.5125,6.483333333333334,6.458333333333335,8.320833333333331,7.866666666666666,0.0425,1.9666666666666663,0.7291666666666666,0.5166666666666665,1.025,35.958333333333336,3.133333333333333,0.1587499999999999,0.1429166666666666,0.3941666666666666,0.3074999999999999,113.83333333333331,26.666666666666668,9.166666666666666,6.833333333333333,0.84,0.02,201.0,5.5,0.0,25.0,28.5,3.25,0.0,133.0,138.0,2.2,6.9,0.757851346830527,0.1866666666666666,0.0,0.0,0.4383333333333333,0.4566666666666667,24.0,28.896,34.03431664147074,100.0,40,80,40,70,60,40,61.42857142857143
2022-03-28,6.83720492730065,7.208333333333333,6.687499999999997,6.579166666666665,6.533333333333335,6.541666666666668,8.141666666666666,7.724999999999999,0.0404166666666666,1.875,0.5958333333333332,0.4041666666666667,0.9666666666666668,39.333333333333336,3.25,0.19625,0.1933333333333333,0.425,0.3179166666666667,113.0,27.666666666666668,12.666666666666666,8.333333333333334,0.78,0.01,260.5,7.25,0.0,24.0,38.75,3.25,0.0,138.0,147.0,2.62,6.99,0.9397758241742852,0.3091666666666666,0.0,0.0,0.3433333333333332,0.3466666666666667,23.58333333333333,28.39433333333333,33.8329172665996,100.0,40,60,40,70,60,40,58.57142857142857
2022-03-29,6.859792992141511,7.137499999999997,6.737499999999997,6.479166666666669,6.533333333333334,6.5,8.270833333333332,7.633333333333333,0.04125,1.9,0.7458333333333335,0.4750000000000002,1.0166666666666668,36.29166666666666,3.0958333333333337,0.17625,0.16875,0.4604166666666667,0.31625,118.66666666666669,31.166666666666668,13.666666666666666,8.666666666666666,0.69,0.01,7.5,8.75,0.0,28.0,40.0,3.0,0.0,134.0,142.0,2.4,6.9,1.0424125355150964,0.3333333333333333,0.0,0.0,0.4266666666666667,0.4299999999999999,24.0,28.896,34.92612433164037,100.0,40,60,40,70,60,40,58.57142857142857
2022-03-30,6.860792973306444,7.091666666666666,6.670833333333334,6.541666666666667,6.470833333333335,6.450000000000002,8.120833333333334,7.587499999999998,0.04875,2.020833333333333,0.6833333333333332,0.4583333333333333,0.9916666666666668,33.791666666666664,3.0708333333333333,0.1854166666666666,0.1868333333333333,0.4141666666666666,0.3083333333333333,113.5,22.666666666666668,9.666666666666666,5.833333333333333,0.68,0.01,188.25,5.25,0.0,28.0,28.25,3.0,0.0,157.0,152.0,1.6,6.4,1.05209179520607,0.2625,0.0,0.0,0.4683333333333333,0.4599999999999999,24.08333333333333,28.99633333333333,34.79876914489521,100.0,10,80,40,70,60,40,57.142857142857146
2022-03-31,6.615755236811108,7.170833333333334,6.75833333333333,6.5541666666666645,6.541666666666667,6.525,8.187500000000002,7.666666666666667,0.0408333333333333,1.9,0.6124999999999999,0.4124999999999998,0.9625000000000004,36.708333333333336,3.2625000000000006,0.2029166666666667,0.1829166666666667,0.4347083333333334,0.3025,120.16666666666669,27.33333333333333,13.166666666666666,7.666666666666667,0.66,0.01,225.75,6.75,0.0,30.0,33.75,3.25,0.0,165.0,154.0,2.47,6.23,0.8932712656992768,0.2433333333333333,0.0,0.0,0.44,0.3866666666666667,24.0,28.896,35.47391199813319,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-01,6.235744340552223,7.074999999999999,6.683333333333333,6.545833333333333,6.549999999999997,6.5,8.270833333333332,7.683333333333333,0.0320833333333333,1.9375,0.6458333333333331,0.4291666666666668,1.0041666666666669,35.958333333333336,3.4916666666666667,0.2195833333333333,0.2060869565217391,0.4283333333333333,0.2783333333333332,117.16666666666669,22.5,9.0,5.666666666666667,1.02,0.01,219.5,7.75,0.0,28.0,35.0,3.25,0.0,140.0,150.0,2.3,6.8,0.9150759558710788,0.2424999999999999,0.0,0.0,0.3533333333333333,0.4216666666666667,24.0,28.896,35.8135046117004,100.0,40,80,40,70,40,40,58.57142857142857
2022-04-02,6.268124125401179,7.112499999999997,6.733333333333337,6.587499999999998,6.587499999999996,6.549999999999998,8.283333333333333,7.683333333333331,0.0429166666666666,1.8500000000000003,0.5458333333333333,0.4375,0.9791666666666664,32.583333333333336,3.1999999999999997,0.1875,0.1870833333333333,0.3683333333333333,0.29625,107.5,24.666666666666668,10.166666666666666,5.5,0.65,0.02,150.5,5.5,0.0,23.0,26.75,3.25,0.0,145.0,142.0,1.6,6.5,0.8506796809534233,0.2066666666666666,0.0,0.0,0.45,0.4433333333333333,24.0,28.896,36.189570667498266,100.0,10,80,40,70,60,40,57.142857142857146
2022-04-03,6.185781240463257,7.1,6.7,6.6,6.5,6.6,8.233333333333333,7.741666666666666,0.0354166666666666,1.8666666666666671,0.6625,0.3875,0.9958333333333336,34.291666666666664,3.308333333333333,0.2241666666666667,0.2254166666666667,0.55625,0.3654166666666667,109.5,25.666666666666668,12.333333333333334,7.0,1.01,0.01,212.5,7.0,0.0,25.0,33.0,3.0,0.0,162.0,153.0,2.53,6.2,0.7342968583106995,0.2475,0.0,0.0,0.3649999999999999,0.41,23.416666666666668,28.19366666666666,35.74285670689175,100.0,40,80,40,70,40,40,58.57142857142857
2022-04-04,6.286956157618097,7.066666666666666,6.666666666666665,6.529166666666668,6.491666666666668,6.470833333333335,8.34166666666667,7.645833333333335,0.0383333333333333,1.8874999999999995,0.6,0.4833333333333333,1.0083333333333333,31.5,2.9625000000000004,0.15625,0.14375,0.4254166666666666,0.2783333333333334,108.16666666666669,23.166666666666668,8.0,5.833333333333333,0.77,0.01,197.75,5.25,0.0,25.0,25.25,3.0,0.0,165.0,152.0,2.0,7.0,1.0731460502696415,0.3133333333333333,0.0,0.0,0.3683333333333333,0.3916666666666666,24.0,28.896,39.18105377382388,100.0,40,60,40,70,60,40,58.57142857142857
2022-04-05,6.29139540410704,7.124999999999999,6.708333333333331,6.583333333333332,6.5666666666666655,6.545833333333333,8.270833333333334,7.666666666666665,0.03375,2.154166666666667,0.6791666666666666,0.4541666666666666,0.9458333333333334,32.958333333333336,2.9000000000000004,0.1954166666666667,0.1808333333333333,0.4808333333333331,0.2937499999999999,121.33333333333331,20.666666666666668,10.5,7.0,0.82,0.02,238.25,5.75,0.25,32.0,27.75,2.75,0.0,162.0,158.0,2.11,6.65,1.1687704910893764,0.2842857142857143,0.0,0.0,0.495,0.435,23.33333333333333,28.09333333333333,39.784944922812805,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-06,6.344349827369052,7.13333333333333,6.729166666666664,6.641666666666666,6.529166666666666,6.537499999999999,8.425,7.708333333333332,0.0375,1.7291666666666663,0.6583333333333332,0.4458333333333334,0.975,31.666666666666668,2.5166666666666666,0.21,0.1916666666666666,0.4341666666666667,0.2729166666666666,110.83333333333331,26.83333333333333,8.166666666666666,6.833333333333333,0.79,0.02,220.25,5.25,0.0,24.0,28.25,4.25,0.0,163.0,161.0,2.6,7.1,1.2225269067618585,0.2415384615384616,0.0,0.0,0.555,0.5633333333333334,24.0,28.896,40.27267684167024,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-07,6.294695107094825,7.012083333333333,6.641666666666666,6.562499999999999,6.533333333333334,6.5125,8.216666666666667,7.579166666666665,0.0316666666666666,1.9000000000000004,0.5791666666666667,0.3875,1.0375,29.625,2.7458333333333336,0.2025,0.1879166666666667,0.4579166666666667,0.2966666666666667,109.5,26.0,10.0,7.5,0.75,0.02,209.5,5.5,0.0,29.0,27.25,3.5,0.0,140.0,162.0,2.7,7.2,1.3351445203026138,0.2308333333333333,0.0,0.0,0.4233333333333333,0.47,24.0,28.896,38.67440013086184,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-08,6.23940321902434,7.058333333333334,6.691666666666663,6.570833333333332,6.520833333333332,6.4725,8.249999999999998,7.683333333333333,0.0279166666666666,1.895833333333333,0.6125,0.4250000000000002,0.9791666666666664,28.166666666666668,2.6375,0.1741666666666667,0.1479166666666666,0.4266666666666667,0.2616666666666667,114.16666666666669,27.666666666666668,11.833333333333334,9.166666666666666,0.67,0.01,176.75,5.0,0.0,27.0,22.25,2.25,0.0,129.0,167.0,2.6,7.2,1.0700888191837643,0.1933333333333333,0.0,0.0,0.4333333333333333,0.4066666666666665,24.0,28.896,35.02830531401896,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-09,6.142047714240968,7.162916666666665,6.787499999999998,6.612499999999998,6.599999999999999,6.533333333333332,8.020833333333332,7.604166666666665,0.04125,1.9583333333333337,0.5374999999999999,0.3833333333333333,0.9916666666666668,30.70833333333333,2.5958333333333337,0.2025,0.1691666666666667,0.4104166666666666,0.3158333333333333,115.5,28.5,14.666666666666666,7.166666666666667,0.87,0.01,232.0,5.75,0.0,26.0,28.75,2.5,0.0,128.0,153.0,3.42,7.19,0.7623995178689559,0.1833333333333333,0.0,0.0,0.4466666666666667,0.4233333333333333,23.33333333333333,28.09333333333333,31.412848456307863,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-10,6.091336382334195,7.220833333333331,6.8625,6.649999999999999,6.570833333333333,6.579166666666665,8.39166666666667,7.733333333333331,0.03375,1.85,0.5874999999999999,0.3958333333333334,0.9916666666666668,30.58333333333333,2.400000000000001,0.20875,0.18625,0.4779166666666667,0.2804166666666666,112.0,28.33333333333333,14.5,12.0,0.79,0.02,215.25,5.5,0.0,21.0,24.5,2.25,0.0,120.0,141.0,3.7,7.1,0.6235243039826551,0.1591666666666666,0.0,0.0,0.4166666666666667,0.4683333333333332,24.0,28.896,29.39123120939644,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-11,6.059682415496735,7.015416666666667,6.7208333333333306,6.5875,6.533333333333334,6.570833333333336,8.3,7.75,0.0354166666666666,1.9125,0.5541666666666666,0.3333333333333333,0.9291666666666666,32.083333333333336,3.0625000000000004,0.2045833333333333,0.1733333333333333,0.43375,0.3875,113.16666666666669,29.33333333333333,11.333333333333334,9.166666666666666,0.81,0.02,208.25,7.0,0.0,28.0,28.5,2.75,0.0,152.0,140.0,3.2,7.1,0.6319061252924186,0.1466666666666666,0.0,0.0,0.3816666666666666,0.3866666666666667,22.75,27.391,28.909866269028157,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-12,6.1,7.1125,6.791666666666665,6.633333333333334,6.562499999999997,6.541666666666664,8.108333333333333,7.716666666666668,0.0379166666666666,1.9125,0.5375,0.4000000000000001,0.9708333333333332,30.541666666666668,2.2416666666666667,0.1895833333333333,0.1708333333333333,0.365,0.2745833333333333,117.5,27.166666666666668,11.0,8.5,0.75,0.02,218.75,5.0,0.0,26.0,27.25,3.0,0.0,129.0,132.0,2.9,7.1,0.0,0.2175,0.0,0.0,0.4066666666666667,0.4083333333333334,22.58333333333333,27.19033333333333,30.0,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-13,6.114946530309935,7.116666666666666,6.770833333333333,6.641666666666666,6.554166666666666,6.575000000000002,8.116666666666665,7.695833333333333,0.0433333333333333,1.7916666666666667,0.5708333333333334,0.4375000000000002,0.8916666666666666,33.0,2.7791666666666663,0.1816666666666667,0.1579166666666666,0.4129166666666666,0.2704166666666667,117.0,24.0,12.5,8.166666666666666,0.84,0.01,232.0,5.0,0.0,26.0,26.75,2.75,0.0,133.0,140.0,3.01,7.04,1.222907088602346,0.26,0.0,0.0,0.485,0.4483333333333334,22.0,26.488,29.935373545845525,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-14,6.151099515481601,7.224999999999997,6.812499999999999,6.654166666666665,6.545833333333332,6.552499999999999,8.129166666666666,7.766666666666665,0.04375,1.7083333333333337,0.4624999999999999,0.3333333333333334,0.9416666666666668,36.833333333333336,2.529166666666667,0.1954166666666666,0.17875,0.5,0.4,126.66666666666669,27.5,14.333333333333334,11.166666666666666,0.8,0.02,241.5,5.5,0.0,19.0,30.5,3.0,0.0,133.0,134.0,4.1,7.3,1.3099377150336902,0.2458333333333333,0.0,0.0,0.4666666666666666,0.5016666666666666,22.0,26.488,29.744065350921986,100.0,70,80,40,70,60,40,65.71428571428571
2022-04-15,6.172738300429451,7.162499999999999,6.708333333333333,6.55,6.483333333333334,6.483333333333334,8.254166666666666,7.766666666666666,0.0433333333333333,1.8708333333333331,0.4875000000000001,0.3416666666666666,0.9458333333333336,40.458333333333336,2.845833333333333,0.1766666666666666,0.1620833333333333,0.3641666666666666,0.2408333333333333,134.0,28.5,14.833333333333334,9.5,0.84,0.02,279.0,7.25,0.0,24.0,38.0,3.0,0.0,137.0,140.0,2.8,6.9,1.2435486161046558,0.2590909090909091,0.0,0.0,0.3933333333333333,0.4316666666666667,22.83333333333333,27.49133333333333,29.394153230467804,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-16,6.117589434319073,7.25,6.775000000000002,6.5625,6.479166666666667,6.470833333333332,8.120833333333332,7.71125,0.0395833333333333,2.0541666666666667,0.5625,0.3916666666666668,0.9791666666666669,42.708333333333336,3.4083333333333328,0.1858333333333333,0.1591666666666667,0.3504166666666666,0.2566666666666667,119.66666666666669,23.33333333333333,10.333333333333334,8.0,0.73,0.02,267.75,7.0,0.0,25.0,41.5,5.0,0.0,131.0,134.0,2.3,6.6,0.9546230452756088,0.2141666666666666,0.0,0.0,0.4433333333333333,0.445,23.08333333333333,27.79233333333333,27.928321569177488,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-17,6.157391962172493,7.35,6.820833333333333,6.583333333333333,6.550000000000002,6.550000000000001,8.141666666666666,7.808333333333334,0.0433333333333333,1.7125000000000004,0.5874999999999998,0.3958333333333333,1.0125,45.708333333333336,3.254166666666666,0.21375,0.1754166666666666,0.3991666666666666,0.3133333333333333,115.83333333333331,19.666666666666668,6.833333333333333,6.166666666666667,0.93,0.02,287.0,8.75,0.25,22.0,42.75,3.25,0.0,120.0,128.0,3.1,6.5,0.9433116886409972,0.2566666666666666,0.0,0.0,0.4633333333333333,0.475,24.0,28.896,28.37775115318284,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-18,6.193200936582353,7.141666666666667,6.658333333333331,6.55,6.483333333333335,6.483333333333333,8.125,7.729166666666667,0.0416666666666666,1.875,0.5791666666666667,0.4250000000000001,1.0208333333333333,41.75,3.3416666666666663,0.1945833333333333,0.1529166666666666,0.3991666666666667,0.2679166666666666,124.16666666666669,24.666666666666668,12.0,8.666666666666666,0.86,0.01,287.25,6.5,0.0,23.0,40.25,4.0,0.0,123.0,135.0,3.67,7.09,1.2341015605462922,0.25,0.0,0.0,0.3816666666666666,0.355,23.416666666666668,28.19366666666667,31.601851216100517,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-19,6.228561218049791,7.166666666666664,6.6916666666666655,6.566666666666666,6.533333333333334,6.55,8.249999999999998,7.870833333333333,0.0358333333333333,1.8666666666666665,0.5083333333333333,0.3916666666666666,1.0208333333333333,43.333333333333336,3.766666666666666,0.1575,0.1341666666666666,0.3996666666666666,0.2445833333333333,116.33333333333331,20.83333333333333,7.666666666666667,6.0,0.9,0.01,251.5,6.0,0.0,26.0,36.0,3.5,0.0,134.0,139.0,3.2,6.9,1.2576848910252256,0.2441666666666667,0.0,0.0,0.4166666666666667,0.44,24.0,28.896,32.26574453199179,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-20,6.236227440834045,7.069565217391304,6.72608695652174,6.599999999999998,6.517391304347824,6.483333333333334,8.245833333333332,7.633333333333334,0.0413043478260869,1.9652173913043476,0.6000000000000001,0.4208333333333334,0.9541666666666664,40.04347826086956,3.5356521739130438,0.1708695652173913,0.1366666666666667,0.315,0.2454166666666666,116.8,20.8,10.0,6.666666666666667,0.83,0.02,244.0,5.75,0.0,25.0,33.5,4.0,0.0,119.0,143.0,2.7,6.5,1.0866592880752353,0.1954545454545454,0.0,0.0,0.466,0.4433333333333333,24.0,28.896,31.7050285786204,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-21,6.196391505665249,7.134782608695652,6.847826086956519,6.686956521739131,6.608695652173912,6.600000000000001,8.1375,7.799999999999998,0.0473913043478261,1.8695652173913049,0.4187499999999999,0.2625,0.9583333333333334,39.52173913043478,3.530434782608696,0.1717391304347826,0.138695652173913,0.4019583333333334,0.2570833333333334,120.66666666666669,26.5,14.333333333333334,9.833333333333334,0.89,0.01,254.0,5.75,0.0,26.0,32.75,2.75,0.0,130.0,139.0,3.2,6.8,0.9134696207526656,0.1933333333333333,0.0,0.0,0.5566666666666668,0.55,24.0,28.896,29.726472498734086,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-22,6.258012159996564,7.13333333333333,6.770833333333335,6.533333333333334,6.541666666666667,6.554166666666666,8.183333333333332,7.741666666666667,0.0358333333333333,1.7125,0.4166666666666667,0.3041666666666667,0.9583333333333334,38.54166666666666,3.204166666666666,0.1920833333333333,0.1604166666666666,0.3979166666666667,0.2691666666666666,112.66666666666669,24.5,13.0,9.166666666666666,0.91,0.02,253.5,6.0,0.0,22.0,33.5,2.75,0.0,135.0,135.0,3.0,7.1,1.0448778226971625,0.1916666666666666,0.0,0.0,0.3783333333333333,0.4199999999999999,24.0,28.896,30.58807458094303,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-23,6.2497743113173385,7.091666666666665,6.733333333333332,6.579166666666667,6.554166666666666,6.583333333333333,8.127916666666668,7.729166666666665,0.0354166666666666,1.845833333333333,0.5,0.3,0.991666666666667,35.625,2.8249999999999997,0.1766666666666666,0.15375,0.425,0.3129166666666666,113.66666666666669,27.5,13.166666666666666,8.166666666666666,0.89,0.01,222.25,6.5,0.0,27.0,30.25,3.0,0.0,143.0,137.0,2.8,7.2,1.2004665793644058,0.2458333333333333,0.0,0.0,0.4416666666666666,0.47,23.58333333333333,28.39433333333333,31.939112226231387,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-24,6.25019399154754,7.125,6.704166666666663,6.566666666666667,6.55,6.529166666666668,8.225,7.712499999999999,0.045,1.9125000000000003,0.5208333333333334,0.3708333333333333,0.9875000000000002,29.75,2.7916666666666665,0.2145833333333333,0.1916666666666667,0.3645833333333332,0.2975,104.66666666666669,28.166666666666668,14.333333333333334,11.166666666666666,0.75,0.03,198.25,5.75,0.0,27.0,26.5,4.5,0.0,143.0,140.0,2.1,6.9,1.3786066624853346,0.2691666666666666,0.0,0.0,0.4366666666666667,0.4466666666666667,22.916666666666668,27.59166666666667,33.13024803542243,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-25,6.293146575348719,7.099999999999998,6.708333333333331,6.549999999999997,6.5375000000000005,6.483333333333334,8.124999999999998,7.758333333333333,0.0595833333333333,1.7041666666666673,0.4375,0.3208333333333333,0.9458333333333334,30.08333333333333,2.6208333333333336,0.2029166666666667,0.17,0.3675,0.2662499999999999,118.83333333333331,29.166666666666668,14.5,8.833333333333334,0.85,0.02,215.0,5.25,0.0,24.0,29.0,2.5,0.0,143.0,155.0,3.0,6.49,1.546700945248207,0.3349999999999999,0.0,0.0,0.4366666666666667,0.4516666666666666,23.166666666666668,27.892666666666667,35.12915618637538,100.0,40,60,40,70,60,40,58.57142857142857
2022-04-26,6.362916666666666,7.108333333333332,6.691666666666663,6.529166666666669,6.466666666666666,6.433333333333336,8.195833333333333,7.725,0.0433333333333333,1.7958333333333334,0.4041666666666667,0.3125,0.9416666666666664,28.125,2.1625,0.2029166666666666,0.1625,0.4345833333333333,0.2958333333333333,123.16666666666669,30.666666666666668,11.166666666666666,9.0,0.81,0.02,217.0,5.0,0.0,23.0,27.75,2.5,0.0,149.0,157.0,2.7,6.1,1.7049861806804538,0.2608333333333333,0.0,0.0,0.3533333333333333,0.3783333333333333,22.5,27.09,37.55502491623464,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-27,6.417633373207518,7.074999999999999,6.658333333333332,6.504166666666669,6.508333333333333,6.504166666666669,8.3,7.837499999999998,0.0491666666666666,1.825,0.4541666666666668,0.3208333333333332,0.9499999999999998,25.375,2.2791666666666663,0.23875,0.1920833333333333,0.47,0.3179166666666665,120.33333333333331,35.166666666666664,14.833333333333334,10.666666666666666,0.72,0.01,211.75,5.25,0.0,26.0,23.0,3.5,0.0,176.0,158.0,2.3,6.9,1.7800260336212224,0.2566666666666666,0.0,0.0,0.4483333333333334,0.4483333333333333,23.666666666666668,28.494666666666667,38.93498639379802,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-28,6.466637118988565,7.195833333333336,6.737500000000003,6.5541666666666645,6.541666666666665,6.512499999999998,8.204166666666666,7.683333333333333,0.0541666666666666,1.7958333333333332,0.5083333333333334,0.3295833333333333,0.9916666666666668,27.541666666666668,2.333333333333333,0.2920833333333333,0.2533333333333333,0.4424999999999999,0.2975,123.5,29.0,12.166666666666666,9.0,0.72,0.03,152.75,5.0,0.0,26.0,17.25,2.0,0.0,174.0,162.0,1.3,6.9,1.7628827994009326,0.2891666666666667,0.0,0.0,0.4066666666666667,0.425,20.58333333333333,24.78233333333333,40.10328439054953,100.0,10,80,40,100,60,40,61.42857142857143
2022-04-29,6.313999558488527,7.124999999999997,6.687499999999999,6.616666666666667,6.633333333333334,6.566666666666664,8.1,7.666666666666665,0.0666666666666667,1.8041666666666665,0.5291666666666669,0.3666666666666667,0.9625000000000004,24.70833333333333,2.816666666666667,0.3104166666666666,0.2795833333333333,0.3808333333333334,0.3120833333333333,112.5,32.0,13.5,10.0,0.73,0.01,165.0,5.5,0.0,28.0,25.25,3.25,0.0,166.0,159.0,2.32,6.22,1.693468313823853,0.2891666666666667,0.0,0.0,0.4316666666666667,0.4283333333333333,21.0,25.284,39.99365959120461,100.0,40,80,40,70,60,40,61.42857142857143
2022-04-30,6.364548190434774,7.1166666666666645,6.670833333333331,6.508333333333334,6.495833333333335,6.5,8.149999999999999,7.645833333333333,0.0341666666666666,1.8333333333333337,0.4624999999999999,0.35,0.975,25.541666666666668,2.554166666666667,0.2995833333333333,0.26625,0.32625,0.2795833333333333,122.16666666666669,29.166666666666668,15.166666666666666,12.833333333333334,0.84,0.02,166.25,3.75,0.0,23.0,24.25,3.0,0.0,163.0,142.0,2.2,7.4,1.52829600767129,0.2749999999999999,0.0,0.0,0.475,0.5066666666666667,22.0,26.48800000000001,41.14433278935411,100.0,40,80,40,70,60,40,61.42857142857143
2022-05-01,6.371798163321283,7.241666666666666,6.783333333333336,6.604166666666664,6.566666666666664,6.570833333333332,8.262500000000001,7.720833333333332,0.0441666666666666,1.6916666666666669,0.5791666666666666,0.3416666666666668,0.9583333333333336,23.875,2.6333333333333333,0.3091666666666666,0.2704166666666667,0.3562499999999999,0.2720833333333333,122.33333333333331,30.666666666666668,12.333333333333334,9.166666666666666,0.91,0.02,184.75,4.75,0.0,21.0,26.75,3.0,0.0,163.0,149.0,1.7,6.4,1.4536095870865715,0.2724999999999999,0.0,0.0,0.515,0.57,22.0,26.48800000000001,42.29271838863405,100.0,10,80,40,70,60,40,57.142857142857146
2022-05-02,6.351916725815289,7.095833333333332,6.6291666666666655,6.520833333333333,6.533333333333334,6.525000000000001,8.141666666666666,7.691666666666666,0.0495833333333333,1.8291666666666664,0.5000000000000001,0.3916666666666668,1.0083333333333335,26.041666666666668,2.1791666666666663,0.2595833333333333,0.2308333333333333,0.3575,0.2808333333333333,122.83333333333331,24.5,10.666666666666666,6.666666666666667,0.73,0.02,182.75,5.25,0.0,25.0,23.75,2.0,0.0,134.0,151.0,1.6,7.3,1.348955510639482,0.2783333333333333,0.0,0.0,0.4633333333333334,0.48,21.58333333333333,25.98633333333333,44.10468890634278,100.0,10,80,40,70,60,40,57.142857142857146
2022-05-03,6.260534819203709,7.120833333333335,6.774999999999998,6.612499999999997,6.55,6.554166666666667,8.179166666666665,7.733333333333332,0.045,1.7791666666666668,0.4624999999999999,0.3208333333333334,0.9750000000000004,30.33333333333333,2.8208333333333333,0.2846521739130435,0.2558333333333334,0.3687500000000001,0.2825,127.0,26.33333333333333,15.166666666666666,10.5,0.89,0.01,220.5,7.5,0.0,25.0,27.0,2.25,0.0,170.0,153.0,2.33,6.48,0.9685850664973258,0.2358333333333333,0.0,0.0,0.455,0.48,22.25,26.789000000000005,42.17050662601493,100.0,40,80,40,70,60,40,61.42857142857143
2022-05-04,6.130626072486244,7.141666666666667,6.854166666666671,6.595833333333331,6.504166666666669,6.462500000000001,8.158333333333333,7.620833333333331,0.055,2.1375,0.4345833333333335,0.2833333333333334,0.9750000000000002,36.0,3.0166666666666657,0.24625,0.2025,0.3237499999999999,0.2683333333333333,123.83333333333331,29.0,16.166666666666668,9.833333333333334,1.06,0.02,236.25,5.5,0.0,24.0,32.0,3.0,0.0,135.0,154.0,3.0,6.5,0.4703789040239322,0.1266666666666666,0.0,0.0,0.4416666666666666,0.4716666666666667,22.0,26.48800000000001,35.337906124095554,100.0,40,80,40,70,40,40,58.57142857142857
2022-05-05,6.101040343774689,7.1583333333333306,6.800000000000001,6.624999999999997,6.579166666666665,6.579166666666666,8.15,7.662499999999999,0.0470833333333333,1.8375,0.4375,0.3791666666666667,0.9625000000000004,43.0,3.341666666666667,0.2820833333333334,0.2470833333333334,0.3320833333333333,0.26875,122.5,25.0,10.666666666666666,6.833333333333333,0.97,0.02,264.5,5.75,0.0,22.0,30.25,3.0,0.0,123.0,140.0,3.2,7.2,0.4793984375273188,0.2191666666666667,0.0,0.0,0.355,0.365,23.75,28.594999999999995,30.519711153555395,100.0,40,80,40,70,60,40,61.42857142857143
2022-05-06,6.064828349196392,7.099999999999998,6.649999999999999,6.425000000000002,6.391666666666668,6.379166666666667,8.108333333333333,7.616666666666666,0.0341666666666666,1.9666666666666668,0.4500000000000001,0.3458333333333334,1.0166666666666666,56.125,3.1958333333333333,0.2625,0.22125,0.3433333333333333,0.2970833333333333,153.0,24.5,8.666666666666666,7.166666666666667,1.14,0.03,380.0,10.75,0.0,16.0,47.5,3.25,0.0,110.0,128.0,2.9,6.9,0.9910175413543744,0.3133333333333333,0.0,0.0,0.4233333333333333,0.3699999999999999,10.892045454545457,27.56798457547389,28.197108577687104,100.0,40,60,20,70,40,40,52.857142857142854
